id,replied_by_author,parent_comment_id,author,no_of_replies,text,category,"Legend: (blank lang yung replied sticker/image)
1 - Positive response
2 - Negative response
3 - Inquiry
4 - Tagged a person/Shared a link
5- Neutral
6- diff language"
2197952333620557-28,FALSE,0,Garry Baguio,0,Ban the importation of palmoil they are killing the copra farmers.,2,
2197952333620557-29,FALSE,0,Lilieae Ripplinger,2,sir in Europe we pay for pure coconut oil for 200 grams almost 5 euros... this has been consumed here and advertised as healthy nutritional addition to daily food ... why can't the Philippines organized and push through a FAIR TRADE for our farmers? in Germany shops offer FAIR TRADE PRODUCTS OF THE SO CALLED THIRD WORLD COUNTRIES..IT is a seal that promotes fair prices for farmers.. I myself buy  these products with FAIR TRADE SEAL  cause I know it is giving farmers the price what they deserved . ( if it is already existing perhaps it should be more promoted)  and why can't our schools promote coconut buko juices at schools and public government gatherings instead of patronizing  alien companies like coke etc..   @MannyPiñol,2,
2197952333620557-30,FALSE,2197952333620557-29,Raul Bascon,0,"Lilieae Ripplinger tumpak ang observation mo maam , dito sa europa ang taas ng presyo ng produkto galing sa niyog , advertised nila ng maganda , sa europa ang mag sasaka ay hindi nag hihirap dahil binibigyan halaga ang kanilang pawis ng kanilang gobyerno dapat lang na bigyan ng fair trade deal ang mga magsasaka sa pinas para naman ganahan pa sila lalo magtanim",1,
2197952333620557-31,FALSE,2197952333620557-29,Daniel Promeda Osita,0,"Siguro kc di tyo kasama sa european union, tas masama pati imahe natin sa ibng nasyon.  Sa china nalang natin e benta total un nman idol natin.",2,
2197952333620557-32,FALSE,0,Bonnie Javier,5,"Why insist on copra while we can produce high value products such coco virgin oil,  coco flour,  coco milk,  health drink,  coco fiber and peat for export if we go into an integrated coco processing plant in areas where coconuts are dominantly growing.  Pls explain????",2,
2197952333620557-33,FALSE,2197952333620557-32,Benedicto Abellanosa Caalim,0,Because they keep on protecting the oil millers/businessmen. Ayaw nila gumawa/kumuha ng ibang investors na makakapag bigay ng competitive price. Dito samin meron desiccated coconut plant. Pero baka mag stop buying narin sila due to high supply. Kasi nagshift yung mga copra buyers to selling of coconut directly sa planta para sa desiccated coconut.,2,
2197952333620557-34,FALSE,2197952333620557-32,Jigs Dolores Ignacio,0,Bonnie Javier he dont insist  Sadly for the past years it was neglected by the coco authorities and Govt  No one made the initiative to divert  So the poor farmers still into kopra. Last oct after coco industry was returned to da  Sir manny put this into his vision  To finally venture to that But may Take time and budget  But atleast I trust sir Manny he will do his best to accomplish that,1,
2197952333620557-35,FALSE,2197952333620557-32,Bonnie Javier,0,Jigs Dolores Ignacio the coco levy fund must be returned to the  farmers tru this endeavor. It should be used to established  coco processing plants.,1,
2197952333620557-36,FALSE,2197952333620557-32,Elisa Alpuerto Peñonal Hampong,0,"Bonnie Javier correct po,d2 sa ibang bansa napaka mahal ang coconut organic virgin oil, coconut flour, coconut milk, coconut cream, coconut water . coconut health drinks...etc...lahat ng mga vegan at vegetarian people ginagamit nla sa pag luluto nang galing sa coconut, coconut virgin oil, coconut flour,coconut sugar, coconut milk and cream . ang water nla is coconut water . napaka healthy tlaga po ang coconut...Ang dami po tlaga pwede magawa mula sa niyog..",1,
2197952333620557-37,FALSE,2197952333620557-32,Jigs Dolores Ignacio,0,Bonnie Javier yes I hope so too. But just recently prrd vetoed the bill because I think he saw it is lacking to protect the interest of the farmers  Possible the corrupt will benefit  So it is very important to elect congresman and senators who really think of the people and not how much they can get,1,
2197952333620557-38,FALSE,0,Xian Pitargue,3,"Hi sir Manny Piñol,   How about working on regulation - removal for palm oil?  Then for grass roots, the department can help the farmers by providing an avenue for them to process their own, removing the middle men and traders. It can be achieved by putting resources for them to process and produce. The market price will follow.  Empower your farmers/producers para they dont need to go through middlemen.   Theres a program and system for this. All it needs is the implementation of DA, hand in hand with the entities na sakop ng value chain.   Listen to your farmers. They are your stakeholders and your industry.   Agriculture will save this country and its people.",1,
2197952333620557-39,FALSE,2197952333620557-38,Boe Sison,0,Xian Pitargue sir meron dn tayo palm oil farmers s pilipinas. How about them?,3,
2197952333620557-40,FALSE,2197952333620557-38,Xian Pitargue,0,"Boe Sison this is a very good question sir. What we're trying to achieve is to regulate muna the palm oil given its unsustainable practice. Pero hindi agad agad, what we can do is transition the existing palm oil farmers into other coconut product or produce since malaki ang supply natin ng coconuts at from root to tip ay may industry.",1,
2197952333620557-41,FALSE,2197952333620557-38,Christine Danwata Ogoy,0,"Xian Pitargue si mangudadatu at piñol malaki palm oil nila, sila nabubuhay.",5,
2197952333620557-42,FALSE,0,Gian Carlo,0,at the end of the day u dont dictate the price.. better work on how u help consumers.. buying copra at 20 php per kilo but selling 130++ php in local market..,2,
2197952333620557-43,FALSE,0,Joy Cortezo-Napoles,0,Palm Oil export is killing local copra business. Please consider this. Or impose huge tax against it.,2,
2197952333620557-44,FALSE,0,Noel Jhocson,0,Not enough really considering the cost of preparation compared to coconut juice,2,
2197952333620557-45,FALSE,0,Joyjoy Betonio Doctolero,0,Secretary Pinol please help our coconut farmers....,2,
2197952333620557-46,FALSE,0,Nilo Moyon,0,"Open more export market , it is a billion dollar industry before.",5,
2197952333620557-47,FALSE,0,Rose Tan,0,"Coconut tree is the Tree of Life.. it is very true indeed..  Oil from palm trees in the meantime, causes havoc to environment and to our health..",1,
2197952333620557-48,FALSE,0,Demar Nacz,0,Still not implemented here in lanao del norte.,2,
2197952333620557-49,FALSE,0,Rachelle Lim,0,Couldn't we sell coconut milk in cartons locally and also export them?,3,
2197952333620557-50,FALSE,0,Rosanna Gaerlan,0,Coconut oil is one of the healthiest oils even better than olive oil  which is very expensive. Why is the price of raw materials so cheap?,3,
2197952333620557-51,FALSE,0,Joshua Hipolito Tanguilan,0,"We have here a competent Secretary. And what we are praying for, that you may have  more strength sir. We thank you for all yhe effort for the benefit of public/farmers. Godbless",1,
2197952333620557-52,FALSE,0,Rich Costales,0,Going beyond our borders to promote and open new markets for ph coconut products will take time and it will have no immediate impact on the current price of copra. A localized business model and a small gvt subsidy will do the trick.,5,
2197952333620557-53,FALSE,0,Benedict Exconde,0,Time to beyond buko juice and copra by developing more high value coconut-based products that can increase farmers' incomes and open more markets for them.,5,
2197952333620557-54,FALSE,0,Adriann Macaludos,0,"Prioritize also the price of whole coconut being sold to the market. It will surely be a huge help to the farmers. I remember last year the price per kilo was 15-16 pesos, now it drastically went down at 2.50pesos per kilo.",1,
2197952333620557-55,FALSE,0,Noli Gapate,3,If you cant do something let others do it . Resigned,2,
2197952333620557-56,FALSE,2197952333620557-55,Cheanie Tan-Salacop,0,Noli Gapate hiyang hiya naman si Sec Piñol sa inyo po. You should realize what he has done for the Agri dept and this one cannot be done overnight.,2,
2197952333620557-57,FALSE,2197952333620557-55,Noli Gapate,0,"Cheanie Tan-Salacop sorry but yan ang tama. Im sure you know what he did he imported hog and chicken meat flooded in the wet market, rice and now palm oil. He is killing the farmers slowly. Like the buying price of coconut 2.50 or 5. Per kg how the farmers survive. Read the coments and cry out of the peolple. Hindi sya maawa nyan. Kung wala sya magawa na paraan dapat wAla sya dyan na pwesto.",2,
2197952333620557-58,FALSE,2197952333620557-55,Noli Gapate,0,Cheanie Tan-Salacop agree po ako can't be done overnight but he was there since 2016 right. Since then price of coconut going down until now worse priced of whole coconut ever at 2.50 per kg. More than 20million poor farmers crying out begging for help to DA Sec but nothing happened. I will appreciate if you have access and tell him to help more than 20 million poor farmers.,2,
2197952333620557-59,FALSE,0,Romeo Rey,0,If the gate price at the oilmills is Php20/kg then it is Php8-10/kg by the traders in marinduque. The main reason why my fellow kababayans in the island province stop processing their coconuts to copras and yet government agencies have not reach out to the farmers.,2,
2197952333620557-60,FALSE,0,Noli Gapate,0,Do something mr sec your administration is the worse admin ever in coconut industry. Wa ka maulaw ana sege lang ka estorya,2,
2197952333620557-61,FALSE,0,Eden Celestino Sarabia Cacho,0,Why not put up a coco oil refinery in Davao Oriental?,3,
2197952333620557-62,FALSE,0,Awing Olivarez,0,"Supply and demand problem, and competition",2,
2197952333620557-63,FALSE,0,Francis Rivera,1,"Secretary Pinol,  cocosugar & vco are two products with high export potential.however it's not moving much in our country or these products can't compete with international market. This needs government intervention.",2,
2197952333620557-64,FALSE,2197952333620557-63,Jigs Dolores Ignacio,0,Francis Rivera yes he is in to that direction right after coco industry was returned to da in oct   Thats on his vision  We Just need to pray and support him and hope the budget be Release,1,
2197952333620557-65,FALSE,0,Ethel Carnable Tariao,0,Not enough gyud Sec.Piñol.,1,
2197952333620557-66,FALSE,0,Ging De Arce,0,pag sure diha uy secretary wala kang alam sa copra farmer. halata man.,2,
2197952333620557-67,FALSE,0,Taynie Cegayle,0,sir dito sa amin the buying price is still at 8-10/kilo...,5,
2197952333620557-68,FALSE,0,Junald Hermogino Hebron,0,"Lots of using palm oil, canola. Corn oil in exchange of coconut oil may its also a reason.",5,
2197952333620557-69,FALSE,0,Marjowell Visitacion,0,"Support buko juice industry, instead softdrinks, support coconut oil instead palm oil in the market, support a any pinoy products instead of other imported product for the first solution,, go secretary Manny Piñol...",1,
2197952333620557-70,FALSE,0,Jennifer Ronquillo Chavez,0,"Rice Farmers and Copra farmers , and Small scale businesses like rice retailers and palay traders are made poorer because of the new government policies...",2,
2197952333620557-71,FALSE,0,Wurz Tabershures,0,Sir we cannot survive with P20/kg. Please help.,2,
2197952333620557-72,FALSE,0,Raymond Garcia Navarro Bustamante,0,Farmers sell butong rather than copra until such time worth it na mo produce ug copra. Dili lalim mag copra sir nya 20 ra ang kilo..ang datu mosamot ka datu.,5,
2197952333620557-73,FALSE,0,Benedicto Abellanosa Caalim,0,Please allow our raw material products to be exported. Allow China to export our raw coconut. That was the best competition on the market that I have experience. That way you can help us farmers. Stop protecting the businessmen/oil millers in the Philippines. It is futile to continue on a system where in farmers are the one being sacrifice </3,2,
2197952333620557-74,FALSE,0,Deogenes Divina,0,Not good after long time..20.pesos.fixed to 30.Sec.Pinol.,2,
2197952333620557-75,FALSE,0,Lee Donato Sabit,0,There is an economic sabotage with the price of coconut! Kill the oligarchs,2,
2197952333620557-76,FALSE,0,Manoy Nonoy,0,we appreciate the effort.,1,
2197952333620557-77,FALSE,0,Hassim Diakem,1,change politicians and traders who likes to make us poorer....,2,
2197952333620557-78,FALSE,2197952333620557-77,Noel Reymo Cielo Sr,0,"Hassim Diakem tama ka jan sir, the traders doubles thier profit in copra while the poor farmers are struggling to survive...anung ginagawa ng DTI sila ang nag check sa manga traders at cartels...busug na siguru.",5,
2197952333620557-79,FALSE,0,Blackie Sy Uy,0,25 pesos Sec. Piñol. Thanks,1,
2197952333620557-80,FALSE,0,Miles Mila,0,"Poor ,so sad were in hunger",2,
2197952333620557-81,FALSE,0,Genalyn Jumalon Mangompit,0,Still not enough,2,
2197952333620557-82,FALSE,0,Upsilonian Joel Nyl Liva,0,Ban pam tree,5,
2197952333620557-83,FALSE,0,Anthony Bañez Galvez,0,not enough thn before... ths sir,2,
2197952333620557-84,FALSE,0,Jerry Gupit,0,Make it happen immediately!!!,1,
2197952333620557-85,FALSE,0,Lilia Ygay Griffiths,0,I love young coconuts,1,
2197952333620557-86,FALSE,0,Noel Reymo Cielo Sr,0,At least you trying your best.,1,
2197952333620557-87,FALSE,0,Ajv D'matinag,0,"sir MannyPiñol, please standard it at minimum 30Php/kilo. Thank you",1,
2197952333620557-88,FALSE,0,Mike Tan,0,E lumber ku nalang,5,
2197952333620557-89,FALSE,0,Dodjie Esmas,0,Then do something!!,2,
2197952333620557-90,FALSE,0,Venus Altamera,0,HOY !  GISING !  SIR   PINOL !  IT'S   YOUR PROBLEM  TO FIND SOLUTIONS  HOW TO IMPROVE  THE COCONUT INDUSTRY.  BANGON  PILIPINAS !!!!!,2,
2197952333620557-91,FALSE,0,Angel Cabriana,0,stop importing palm oil.,2,
2197952333620557-92,FALSE,0,Dio Seree,0,Effective since when?,3,
2197952333620557-93,FALSE,0,On Yx,0,NOT ENOUGH JUD!,2,
2197952333620557-94,FALSE,0,Nelly Pascual,0,***Replied sticker/image***,,
2197952333620557-95,FALSE,0,Panas Culandanum,0,Bakit dito sa granix broke's point palawan 16per kl lng,3,
2197952333620557-96,FALSE,0,Randy Villrez,0,***Replied sticker/image***,,
2197952333620557-97,FALSE,0,Garay Jovanie,0,***Replied sticker/image***,,
2197952333620557-98,FALSE,0,Jm Bayon,0,😭...!,2,
2197952333620557-99,FALSE,0,Milagros Adlawan Tingson,0,"Eddie Tingzon, joemarie pendon Joemarie Pendon Tingson Sr., lilia t. Lilia Surmillon",4,
2197952333620557-100,FALSE,0,Mae Bells,0,Awing Olivarez,4,
2197952333620557-101,FALSE,0,Shzen Dnky,0,Evangeline Evangeline,4,
2197952333620557-102,FALSE,0,Gil Castro,0,Analyn Regoya,4,
2197952333620557-103,FALSE,0,April Yap Araneta,0,Ramon E. Araneta,4,
2197952333620557-104,FALSE,0,Cristy Gallano,0,better,1,
2197952333620557-105,FALSE,0,Joy Serrano-Quijano,0,Not enough😑,2,
2197952333620557-106,FALSE,0,Jannina Valentine,0,Sad,2,
2197952333620557-107,FALSE,0,Cheanie Tan-Salacop,0,Anne Pedz,4,
2197952333620557-108,FALSE,0,Arman Serolf,0,Waiting,5,
2197952333620557-109,FALSE,0,Belinda Ormegas Villaruel,0,Stevee D. Villaruel,4,
2197952333620557-110,FALSE,0,Shenzi Kazuya Manamtam,0,Dondon Lopez,4,
2197982760284181-1,FALSE,0,Al Marcus Aurelius Galang,0,"Sec Manny Pinol, you got a good man in DA, Dr Santiago Obien who has been pushing for farm mechanization ever since for higher productivity. He can surely be of big help in this pursuit.  Chat with this fine gentleman twice...",1,
2197982760284181-2,FALSE,0,Indira Sabillena,0,***Replied sticker/image***,,
2197982760284181-3,FALSE,0,Farmer Guy,0,Good news sir bravo!,1,
2197982760284181-4,FALSE,0,Lilia Ygay Griffiths,0,Right,1,
2198009370281520-1,FALSE,0,Mardy Roque Ornedo,0,"""The Department of Agriculture (DA) will provide Onion Farmers Associations with working capital to be used in buying their MEMBERS'' produce.""....para lang daw sa members' ng association..paano pala tayong mga individual na hindi member???🤨😔",2,
2198009370281520-2,FALSE,0,Rey F. Quisumbing,0,After buying what? Ipapabulok? Farmers are not entreprenures,2,
2198009370281520-3,FALSE,0,Roberto del Rosario,0,"Mr. Piniol, i think wala kang knowledge about agriculture so be kind to step down and let your president choose the one who is knowledgeable para mapalakad naman ang dept. Of agriculture nang maayos. Kawawa na kasi ang mga farmers.",2,
2198009370281520-4,FALSE,0,Denz Orlanes,0,MannyPiñol this is a good short term solution but how about making incentive to cooperative to build permanent cold storage facility. Do we have budget there? We have to fix a long term solution now because we never know the next admin if he/she will be a farm oriented person.,5,
2198009370281520-5,FALSE,0,Johnny Mayweather Jr.,0,Justice for onion farmers,2,
2198009370281520-6,FALSE,0,Norina Lazaro Javier Lcb,0,"March 23, 2019        Marked red on our calendar the date wherein onion produce by Novo Ecijanos and other provinces has suffered much loss due to unfavorable price with the calvary on how and where to sell it.        ""Mabibili o mabubulok"", quoted is the sad truth that haunts our present onion farmers. Morons are those who did not know that onions are highly perishable if not handled or stored properly right after the harvest. Buyers are difficult to be found, as if there is a sort of STOP BUYING, which made it impossible for farmers to immediately dispose their harvest, unlike the previous years.       The markets were seemed closed for our local onion harvest.  Consequences are, the surge of agents which offers storage spaces to prolong the shelf life of the products, until the time wherein justifiable price per kilogram and availability of buyers insued. Storage are additional expenses on the part of the producers, and only few people can afford this option.       What are the leading causes of these phenomena?        This is not the first time that farmers suffer for not being able to earn enough income through their harvest. This law on supply and demand are not being used as a tool,  but as a reason to explain the cause of disappointments and hunger every year.       The near Senatorial elections had diverted the attention of current officials, as well as the public and private sectors, which had caused them to neglect the duties they held on their current positions.        Significantly, the Department of Agriculture which have the principal authority to provide efficient and immediate response, investigation and monitoring on the cause and effect of this problem had done nothing until now. Where should we ask for action? So slow.  DA's failure encourage people to abandon agriculture.       We want profit from our hard work. We work hard to live. We just want better lives.",2,
2198009370281520-7,FALSE,0,Svetlana Descartes Pancratius,0,The government should use the million of funds it gets in providing buying centers that will   buy farmers produce the right amount. Traders cant manipulate prices if govt can buy them.,5,
2198009370281520-8,FALSE,0,Tetay Layug,0,sec sana controlled nalang po ng DA at DTI  ang pricing from farm to market,5,
2198009370281520-9,FALSE,0,Simon Peter Paul,0,I yearn to read the blue print for the Philippines agriculture industry - where expenses and expected results are posted and published - so sad! There are many reports studies ( expenses) already published but action is nowhere to be found ! Sad ☹️,2,
2198009370281520-10,FALSE,0,Indira Sabillena,0,***Replied sticker/image***,,
2198009370281520-11,FALSE,0,Jun Cagas,0,"can we convert irrigated rice-lands & plant onions? like copra, palay is now too cheap!!!",2,
2198009370281520-12,TRUE,0,Rene Pamintuan,16,"I am in Logistics. If we can sit down with the farmers association, we can find cold storage facilities, even reefer containers, for them to rent. Rental must be long term to hold to these facilities.",4,
2198009370281520-13,FALSE,2198009370281520-12,MannyPiñol,0,Rene Pamintuan please work on it. The DA will finance the cold storage leasing. We have to give these traders a dose of their own medicine.,2,
2198009370281520-14,FALSE,2198009370281520-12,Rene Pamintuan,0,Sir MannyPinol who do i connect/cellphone number?,3,
2198009370281520-15,FALSE,2198009370281520-12,Rene Pamintuan,0,"We can build up a Super Logistics national scale for our farmers, picking up, delivering, storing, processing, manufacturing, packing, airfreighting, oceanfreighting, exporting, trading their goods worldwide. Help us help our farmers!",1,
2198009370281520-16,FALSE,2198009370281520-12,Rene Pamintuan,0,Our marketing company for farmers: www.tuko.com.ph,5,
2198009370281520-17,FALSE,2198009370281520-12,Antonio Gerundio,0,"Hi Rene, this is Director Gerundio of DA MIMAR0PA. I'm interested to avail your service for our farmers. If you have time tomorrow, March 25, 2019, we can discuss it at our office, 3rd floor Agricultural Training Institute Building, Elliptical Road, Diliman, Quezon City.",5,
2198009370281520-18,FALSE,2198009370281520-12,Rene Pamintuan,0,See u po monday 10am sa QC office nyo,5,
2198009370281520-19,FALSE,2198009370281520-12,Dayang Maki,0,"Rene Pamintuan Sirs, Hfa Coop  please let's sit on ligistics issues with coop team. Solutions knock on our doors.",5,
2198009370281520-20,FALSE,2198009370281520-12,Rene Pamintuan,0,Dayang Maki and Hfa Coop you may contact me directly for solutions at rtp.tuko@gmail.com 09189124645 REne Rene Pamintuan,5,
2198009370281520-21,FALSE,2198009370281520-12,Dayang Maki,0,Rene Pamintuan  Cipy po.Thank ypu Sir.,1,
2198009370281520-22,FALSE,2198009370281520-12,Rene Pamintuan,0,MannyPiñol met na Director Gerundio and staff. WE are preparing the cold storage quotes asap.,5,
2198009370281520-23,FALSE,2198009370281520-12,Jerry Botial,0,"MannyPiñol  thank you, sec!",1,
2198009370281520-24,FALSE,2198009370281520-12,Jerry Botial,0,Antonio Gerundio  thank you. This is good. And fast!,1,
2198009370281520-25,FALSE,2198009370281520-12,Marlon Gaspar,0,MannyPiñol,4,
2198009370281520-26,FALSE,2198009370281520-12,Rey F. Quisumbing,0,Let the experts hNdle this and a good expert is Rene Pamintuan,2,
2198009370281520-27,FALSE,2198009370281520-12,Roberto del Rosario,0,"Rene Pamintuan with your respect sir in my own view i dont think it will succeed, ganun pa rin ang manyayari kung sino ang may malaking kapital siya pa rin ang maki-kinabang. Maganda sana yang binabalak niyo kung direct to the farmers kaso malabong manyayari yan.",2,
2198009370281520-28,FALSE,2198009370281520-12,Dayang Maki,0,"Roberto del Rosario Sir, farmers coop ang magtatakda ng presyo upang proteksyunan ang mga kasapi, with logistics support maihahatid sa 7, 107 islands ang mga kalakal, mababalance ang produksyon o supply sa kailangan o demand ng mga mamimili po. Ang lokal na produkto matatangkilik ng mga kababayan natin. Ang practice po kc big middlemen ang naghahandle ng lahat ng distribution at galing pa sa ibang bansa dahil may mga storage sila. Yun po ang ibebeat natin. Sumapi ka na po sa cooperative upang maging mas matibay ang mga grupo ng mga magsasaka po.",4,
2198009370281520-29,FALSE,0,Merlie Guitangna,0,"Oh, what happened to our Agriculture? God please Guide well our leaders",3,
2198009370281520-30,FALSE,0,Feli Aquino,0,Boladas pa more kawawang farmers,2,
2198009370281520-31,FALSE,0,Bong S. Sudario,4,Sec MannyPiñol  how  about  Onion Small  Storage  lang let say  200  sacks,3,
2198009370281520-32,FALSE,2198009370281520-31,Gloria Ili Segaya,0,Bong S. Sudario Marami na po sa region 4b lalo na sa Sn Jose Occ Mdo kada asso po meron sila na bigay ng DA...,5,
2198009370281520-33,FALSE,2198009370281520-31,Bong S. Sudario,0,Gloria Ili Segaya Nueva Ecija  kinokontrol ng mga cartel  mga sibuyas  nabubulok  lng,2,
2198009370281520-34,FALSE,2198009370281520-31,Ernesto Bernardo,0,Bong S. Sudario . Kaya na yan ng mga samahan ng magsasaka kung 200 bag capacity lang. Magkaisa lang sila para tulungan.,5,
2198009370281520-35,FALSE,2198009370281520-31,Bong S. Sudario,0,Ernesto Bernardo kaso  un pagkakaisa  nga  ang  wl minsan  unahan  sa storage  kung  baga,2,
2198009370281520-36,FALSE,0,Rene Pamintuan,3,Our company is: www.bttsilogistics.com,4,
2198009370281520-37,FALSE,2198009370281520-36,Gerardo Empleo Suello,0,Rene Pamintuan Any idea total cost ng reefer van na kaya -20 deg C?,3,
2198009370281520-38,FALSE,2198009370281520-36,Rene Pamintuan,0,Gerardo Empleo Suello 500k pesos or so,5,
2198009370281520-39,FALSE,2198009370281520-36,Antonio Gerundio,0,"We want to avail your services, please give us a call at 09177977150.",5,
2198009370281520-40,FALSE,0,Felix Eslava,0,"Help! We need buyers! Come to Batchelor East, Natividad, Pangasinan.",5,
2198009370281520-41,FALSE,0,Jerry Decano,0,"Ayusin ng national level systema ng agriculture all the way down sa municipal to barangay,spend ...to develop a system that the traders cant help but...",2,
2198009370281520-42,FALSE,0,Lilia Ygay Griffiths,0,Right the only way to help farmers buy their products like onions,2,
2198009370281520-43,FALSE,0,Catarino Ifurung,0,"If there is an oversupply of local onions, then there should be no importation allowed.   This should also be the policy for other products and produce that are in abundance at certain periods.",5,
2198009370281520-44,FALSE,0,Cesar Tabasa,0,Why not provide post harvest facility to store onions and stabilize price?,3,
2198009370281520-45,FALSE,0,Alkhong Zedlav,1,sir san po tau pwede mag avail ng seedling may alam ako sa pagtanim i had attended garlic and onion production seminar conducted by ur opis in davao tnx last 2017,3,
2198009370281520-46,FALSE,2198009370281520-45,Gloria Ili Segaya,0,Alkhong Zedlav Sir sa HVCDP Coordinator sa Regional Office nyo. Sumali kayo sa mga farmers asso sa lugar nyo para mabigyan kayo. Lumapit lagi sa Municipal Agriculturist office nyo sa inyong municipyo para kong may pamigay ang DA mabibigyan kayo...,4,
2198009370281520-47,FALSE,0,Rol Refs,0,Sir Ipatokhang niyo narin yang mga sabotaging traders they are not anonymous.,2,
2198009370281520-48,FALSE,0,Myrene Pascua Hilario,0,***Replied sticker/image***,,
2198009370281520-49,FALSE,0,Lito Moreno,0,Sec. Manny pls deputize lgu DA office and With DTI ang Provncial DA to monitor and apprehend doon sa mga imported Onion and other products. Coordinate with PNP for pulis power . Too match subsidise will be losing money in your office. Create a task force onion . Dakpanay kg put in prison. Fyi,2,
2198009370281520-50,FALSE,0,Dith Pabunan,0,Sir. Maawa po kau s mga farmers stop buying pa rn sibuyas,2,
2198009370281520-51,FALSE,0,Dan Pornel,0,Ganyan ang modus ng mga rice cartels.  Manipulate the supply and reap the profit from the common people.  Mga leche!!!,2,
2198009370281520-52,FALSE,0,Janna Cortez,1,onion in our market is 70 to 90 per kilo po,5,
2198009370281520-53,FALSE,2198009370281520-52,Rene Pamintuan,0,Janna Cortez in many areas it retails at php30/kg na po,5,
2198009370281520-54,FALSE,0,Ceasar M Morandarte,0,Salamat sir Manny  Praying to be part of your team soon.  God bless sir Take care always,1,
2198009370281520-55,FALSE,0,Diada Lubko,1,"Sir I hope this will finally lower the market cost of onion. If I will compare the rates here to Dubai wherein onion is being imported from India per kg there is only from php13 during vegetable Market day every Wednesday evening. And php26 on normal days. Same thing with coriander, spring onions, kinchay etc with a fixed rate of php 13 per bundle.",1,
2198009370281520-56,FALSE,2198009370281520-55,Rommel Pacada,0,"Diada Lubko , do not compare UAE price to Philippine price. Pag ganun ang nangyari,wala ng magsasaka sa Pinas sa mahal ng production cost. Try nyo po magtanim ng onion para malaman nyo",2,
2198009370281520-57,FALSE,0,Bitoy Derain,0,Post harvest facilities for every town of onion producing province,5,
2198009370281520-58,FALSE,0,Jose Buenaventura Flores,0,Change has come,5,
2198009370281520-59,FALSE,0,Sherman Caquilala Espera,0,how about copra sir,3,
2198009370281520-60,FALSE,0,Rudy De Vicente Acuril,0,***Replied sticker/image***,,
2198009370281520-61,FALSE,0,Martius P. Yulo,0,Whatever happened to the Coco Levy Fund?,3,
2198009370281520-62,FALSE,0,Tomas Enriquez,0,Smart decision Mr Sec👍,1,
2198009370281520-63,FALSE,0,Froilan Doria Molina,0,***Replied sticker/image***,,
2198009370281520-64,FALSE,0,Agnes Jorgensen,0,Good job,1,
2198009370281520-65,FALSE,0,Rogelio Jojo Dela Cruz,0,Nice Sec,1,
2198009370281520-66,FALSE,0,Janice De Lemos Roda,0,Allan Amadeo Cahilig Roda,4,
2198009370281520-67,FALSE,0,Harold Bernardo Bueno,1,Goodsam Pendelton,4,
2198009370281520-68,FALSE,2198009370281520-67,Goodsam Pendelton,0,"Harold, para sa mga Members lang ng Onion Farmers Association ang funding, pano tayong mga individual onion farmer na hindi member ng any Association or Coop?",3,
2198363760246081-1,FALSE,0,Bryan Catimbang,1,"#SecPiñol, mawawalan kasi sila nang pondo para sa calamity funds tuwing el niño... obviously, they don't want to uplift the life of our farmers for their own benefits.",2,
2198363760246081-2,FALSE,2198363760246081-1,Bryan Catimbang,0,"#SecPiñol, sa Mlang nyo nalang ilagay po yan. Make it an example. Lapad2x sang Mlang kag damo basakan toh.",1,
2198363760246081-3,FALSE,0,Ronalyn Vinat-an,0,"Kung ayaw nila..trnasfer them to our place, the project is very much welcome here in the cordillera. They want to control over the people kaya ganun.",1,
2198363760246081-4,TRUE,0,Jigs Dolores Ignacio,2,"now up to the people of north cotabato if they will continue to choose and elect these kinds of self centered politicians who only think of their political ambitions rather than the benefit of the people. i read your previous post sir how they held back the program DA had initiated to help the people  but for them politicking comes first your project should fail because the people will end  up voting for your relatives should it succeed. so these kinds of politicians are the kinds who really dont deserve to be in office  they are ""politician"" and you are sir Manny and your family are   "" great public servant"" i cant contribute  to help prrds administration for i am ofw as dh here in hk. replying to some frustrated farmers  or some people who discredit you is the only thing i can do. but i will always  support you and pray that you succeed sir  and hope one day the farmers fishermens of our land will finally see the hardwork that you and this administration si doing for them. God bless you sir... thanks for your hardwork sir.",1,
2198363760246081-5,FALSE,2198363760246081-4,MannyPiñol,0,Jigs Dolores Ignacio salamat.,1,
2198363760246081-6,FALSE,2198363760246081-4,Jigs Dolores Ignacio,0,Mraming mraming salamat sa inyu sir,1,
2198363760246081-7,FALSE,0,Gerick Padilla,0,"Trabaho lang Sec. Manny, ipagpatuloy ang kabuhayan ng mga magsasaka! Looking for the best place for abundant water source underground? There is a scientific method that we are specialized, experienced, and available all over Philippines. If you have any requirements for AQUIFER (underground water pool) location you can avail of our services for georesistivity testing and deepwell drilling. 09301542115- Gerick Padilla",1,
2198363760246081-8,FALSE,0,Charles Pro,0,"To gain control, you have to ""poor the poeple""",2,
2198363760246081-9,FALSE,0,Emmanuel Jr Hibionada Olimpo,0,very simple solution ....PALITAN ang bureaucrat politician....,2,
2198363760246081-10,FALSE,0,Dawn Bolus Mawis,0,Just push it Secretary Piñol and keep on posting for people to know. Do not mind those Polpolitician.  Their constituents would know it soon. Just keep on informing the people.,1,
2198363760246081-11,FALSE,0,Oscar Francisco,0,fucking crabs... cook them!,2,
2198363760246081-12,FALSE,0,Edgardo Herrera,0,THIS TIME SECRETARY PINOL YOU ARE DOING A VERY GOOD JOB?,1,
